transaction_id,project_id,buyer_address,seller_address,amount_credits,price_per_credit,total_value_usd,transaction_date,days_since_last_tx,buyer_tx_count,seller_tx_count,price_deviation_pct,is_fraud
TX-101066,VCS-1017,0x0000000833edf38c727f9d0931f7b5fcb624013a,0x00000011273020cc8fffba35831ff94aa90ae1cd,3664,45.4,166335.46,2020-01-31,26,14,132,9.91,0
TX-101067,VCS-1014,0x000000189aa5e523326afa0687ef84d1d74d930e,0x000000179963995056e56f3300e30f9d07059d15,875,43.79,38318.08,2022-04-21,3,67,25,6.89,0
TX-101068,VCS-1175,0x0000001382a2e99226c20b0d1fa200b2b3aa475c,0x0000001bee899ac96bcfd260e0896a879870fafa,695,41.26,28672.48,2022-01-26,8,150,115,0.91,0
TX-101069,VCS-1137,0x0000000ce73fda701fb3bc19ffa44bea80ef2ccf,0x0000001cf82230030b5e378e08bc81c5ed84859d,3650,37.3,136156.19,2024-02-05,1,19,140,-8.33,0
TX-101070,VCS-1115,0x000000134b7724c76b6ce32640b8a3abf261b082,0x000000152bffea22769a40261c2e9214835d7e20,1142,38.97,44499.22,2020-09-03,6,113,130,-3.92,0
TX-101071,VCS-1066,0x0000000d69bd3840f479567d6b61e2c58a43aa23,0x0000001551a90d5ab9a05d7336fa6eff2e095630,515,42.5,21884.94,2020-02-22,26,22,77,0.78,0
TX-101072,VCS-1130,0x00000015c181390e35e5404adf50a6a0e417eadf,0x0000001889e4272cb39803eb2a02ad1a4539fd82,698,7.05,4917.86,2020-11-19,30,109,144,2.96,0
TX-101073,VCS-1122,0x0000000434b3eb4196122360020e29fdaa2223a9,0x00000006a6f13279c3f98594ba2f1b5496be541b,3222,9.74,31382.05,2023-10-04,19,67,23,4.52,0
TX-101074,VCS-1164,0x00000018390ceaab0610eb7a8cb721143f843c8f,0x000000147df041503a247e1b2e5de0d2e4cda3b9,370,20.18,7467.89,2023-02-04,16,58,86,-2.91,0
TX-101075,VCS-1171,0x000000173b493425b7c9388ac5530859a4242b77,0x00000010dd6e36ab24145ca141e575700b901a34,3780,18.87,71317.38,2023-09-10,19,180,164,5.58,0
TX-101076,VCS-1156,0x00000013644cb815cd44f73665f470356de72534,0x0000000361f777b899d7c817863a74414ff90831,2046,27.95,57180.15,2021-06-26,24,40,144,-2.33,0
TX-101077,VCS-1161,0x000000077c464e3c142ccbf5a5d9f9756818f77e,0x000000143464360ec218d60b26bbf21bca127556,2922,17.9,52310.54,2021-05-12,19,103,137,-6.8,0
TX-101078,VCS-1101,0x0000001bed1f4e4a86db5259862378657ac20f0f,0x0000000583b55cd7235c937fd15c482886f73047,3580,11.42,40883.3,2021-06-13,5,109,6,-9.18,0
TX-101079,VCS-1150,0x0000000aa9db93d387c8f1a6211bae80e5642b96,0x00000016ed05ecbb4aab894908a8813d5b95509f,1766,5.44,9600.99,2020-08-19,27,164,42,-4.0,0
TX-101080,VCS-1121,0x0000000cf06ccf226e3ddb57c7bff0fcb83f34ca,0x000000067324bed417acf197b1a0a6dc4127bbb7,894,41.38,36989.56,2021-03-12,8,103,86,4.29,0
TX-101081,VCS-1192,0x00000006336f6707ae4b19c5de4473e14d55a67c,0x0000001741b1d198f7113a07785204859dc4805f,2961,35.07,103848.01,2021-07-24,30,9,50,8.2,0
TX-101082,VCS-1120,0x00000013b60cfdf799fd605e1ec2ed56ee6d7a27,0x0000001488853d40cb7d4e0312a54ab5207479d2,3421,15.33,52426.9,2020-05-09,13,147,193,5.75,0
TX-101083,VCS-1118,0x0000000b091f4f1aae808dd8ec7db2aad554fadf,0x000000135a3933f4ce9b6a8fd0c404c21461f0d8,33,4.8,158.27,2022-03-31,28,27,58,0.82,0
TX-101084,VCS-1108,0x0000001c8e5f5b73131880ce092ab6799dd0db9c,0x00000015e9fb5c013c2d85fd9f2236e3ea467d0d,3094,31.59,97740.06,2023-01-23,9,102,179,8.38,0
TX-101085,VCS-1176,0x0000000d441cabffa0614e123d4780a3e47c666a,0x0000001c40962dbf83dc9d93a24493e8969e3fde,3132,23.34,73114.73,2021-10-01,19,169,13,8.61,0
TX-101086,VCS-1199,0x000000192f64d5dde5c2e2935e08f3317a4e438d,0x00000004a22d39256ce34265c10ea91dedc2735d,1489,30.06,44752.04,2023-11-08,2,90,30,4.45,0
TX-101087,VCS-1137,0x0000000fbf0991f81767d7e224d8c19cc0b15ca3,0x000000102ff227bdd9bf6852cb3c4d0435073a4e,82436,40.42,3331777.18,2023-05-05,0,182,166,541.38,1
TX-101088,VCS-1097,0x00000015f6a887e295d8e1e6615c8b977c4a42db,0x0000001c3d6807e01bcc78ba0622ba24a7f3cf5c,3060,23.43,71708.07,2020-04-24,20,35,77,-4.8,0
TX-101089,VCS-1096,0x000000108d5826ef17caff873bf4d048bd955829,0x0000000cfd1df2c5f25799ffdec1b94c6e6c4c64,2412,25.62,61789.15,2022-02-09,30,112,68,-6.42,0
TX-101090,VCS-1125,0x0000000ae74b5d49dae93813240156c24efb4227,0x00000016be76d1150ae889a52765f5de3139c12d,2588,40.68,105277.26,2022-01-15,14,8,109,8.63,0
TX-101091,VCS-1033,0x00000010b58b8c35b8739f1901949425dab2a215,0x00000005fe308c36d34c0f4912bfc19c5625583a,3323,37.98,126200.94,2022-02-19,29,102,162,-2.61,0
TX-101092,VCS-1172,0x00000006201f0f42644aab86886c68856ced484e,0x00000012986ad34d3aea5b97d9db75b7e1a06de2,449,27.0,12122.25,2023-11-23,1,80,103,-5.42,0
TX-101093,VCS-1045,0x0000000509e501278509ef0314ef99a147eb1172,0x00000013ca5fb2578233ae73488a369a5f5cc473,237,14.86,3522.8,2020-06-10,4,65,137,-8.65,0
TX-101094,VCS-1003,0x00000005d0380337bb691dc3802041bf8f0f7109,0x0000001136413db0568de9534dba6516037c9932,60,32.8,1968.09,2023-01-04,25,35,184,9.87,0
TX-101095,VCS-1186,0x00000008fe0148bfb368777c4acb1d8d1c6472c8,0x0000001bac95339bc3d6cebb9fb5d9a4875cf067,3491,13.11,45757.26,2020-10-28,3,123,88,-6.72,0
TX-101096,VCS-1012,0x0000000bec112acbe7996a0c8a9c0d75a2b3ee1b,0x000000073f9d9e7bb6053b11e2fe84c1f2af577d,3171,17.83,56542.62,2022-12-26,28,32,172,1.77,0
TX-101097,VCS-1012,0x0000000b5e337cb67b1331e00c67eb20080c28ad,0x000000173954511de75362dd0684a1b74e357338,2084,34.57,72051.02,2021-07-03,12,120,87,0.07,0
TX-101098,VCS-1049,0x00000011ec67f6be3fc5f14c4eaadf43277747dc,0x0000001b8db2fe9a12cdffa52473bc1949144c1b,638,42.27,26966.01,2020-10-13,4,189,188,6.91,0
TX-101099,VCS-1198,0x000000182e7f7094be126fcb2305263365ecc39c,0x0000001a9e045d3c2d7e0b9f04884faf4b20d6a2,705,32.42,22853.18,2022-06-16,15,43,126,2.42,0
TX-101100,VCS-1043,0x0000000e69d915866f15ea057206c88bd1d46f58,0x000000047b4c9e8730f5589162a01cf6b6d6e920,4424,11.78,52129.45,2023-11-04,13,18,156,6.65,0
TX-101101,VCS-1162,0x0000001a43842cf0c40718ca59fbf68dcaf6a7d4,0x0000000b156455755dadbef9e02ca7548b9a0113,2098,46.25,97041.27,2024-01-03,11,160,59,6.53,0
TX-101102,VCS-1162,0x00000019020313b80d07330c79fa65bebd84b6da,0x0000001369b43dc7fa0b022ec4dbcfeddf61dbe1,302,12.15,3668.79,2023-12-04,28,74,132,-3.89,0
TX-101103,VCS-1065,0x0000000b4c56db827de013b90aec2845eab2bbe3,0x00000014c3bc056096f50321ccd5d01e430b1057,1421,37.2,52861.38,2021-06-04,9,54,137,-3.09,0
TX-101104,VCS-1141,0x000000179ffe72222d8fd3986361b4ec1b6e6353,0x00000018aa2de5d6562e2a954871ec9cc17264d8,1791,31.76,56873.87,2023-12-13,15,83,62,-0.5,0
TX-101105,VCS-1065,0x0000001c5321aa614582fdf2e9588119dfc735f8,0x00000007b713e1520cf97401e67c473396197356,4125,8.24,33989.62,2023-09-15,17,196,177,0.73,0
TX-101106,VCS-1034,0x0000001d3685a489a40e49bada1b72bcd667159d,0x0000000f31499492ac78dc440dbce8ff730cce0e,3952,17.39,68741.1,2023-12-10,19,60,10,9.71,0
TX-101107,VCS-1181,0x0000000a9662086317caa677344bcc773427fb9e,0x0000000a75cf9fa9b2ec9cc8d279c42e97a70f9d,4437,43.01,190842.05,2022-02-19,24,61,146,9.73,0
TX-101108,VCS-1100,0x000000131c73903085042228952dd003910b77f9,0x00000018fcf4e81475d90416e327aa1cddef6430,4513,8.62,38885.83,2020-03-02,16,148,143,-7.75,0
TX-101109,VCS-1058,0x00000004f47bc0f289ce204a42f875e52cfc95d7,0x0000001066695981ec10a07de5088ae7b110f489,968,9.29,8988.46,2021-01-14,1,98,30,-7.58,0
TX-101110,VCS-1173,0x000000030f78e748ec23e52d1666cb057b18c0a5,0x000000093bf5073c5aa0f90774cce51b8c38c18b,362929,30.64,11119699.01,2023-02-17,2,96,99,620.64,1
TX-101111,VCS-1074,0x000000172ec5b8d82fa1ecc7b12499e1edb5db91,0x0000001b72f64aea2035d6ca752b54b4f1830345,1937,16.39,31748.55,2023-02-06,29,13,124,8.35,0
TX-101112,VCS-1049,0x0000001c9d71c28e5e45659bb0646b3f96b525c7,0x0000001a23258b158a32e03b685286c719001fc9,4518,37.8,170780.18,2020-10-10,21,198,5,5.33,0
TX-101113,VCS-1084,0x0000001151638d161fe03a0a1d65cbd2f3d6d5c7,0x0000000b5c5e8c2aed16648b0a8459a7e59a5f4e,38,37.44,1422.84,2021-07-25,12,24,19,8.32,0
TX-101114,VCS-1023,0x0000001bf0b8e939d18171ff5c030dfe398c31c0,0x0000000f0a100dcedc30d14bea0f2a1a726ff6fd,206809,228.84,47325567.52,2023-12-22,0,158,152,658.07,1
TX-101115,VCS-1194,0x000000097caa1b93f4b48199cd73091531d46873,0x00000014511066e1ad50e4feed35bb634b50c34d,133,26.33,3501.46,2023-02-24,12,186,146,-9.16,0
TX-101116,VCS-1135,0x000000147f2c0d84f83a30dde99e8ee93beca80c,0x0000000681262a2d2be552e54535679f852146cd,3771,19.57,73813.41,2020-02-01,26,121,136,-2.23,0
TX-101117,VCS-1094,0x0000000e1e8d750cf706849ff6c8d4eccd87a06a,0x000000118211e5539d1cf795376eb4ed741ad2c2,605,30.65,18541.37,2020-03-03,12,97,6,-0.29,0
TX-101118,VCS-1179,0x00000014841bba750ee3ef6100f2780df6a0e01f,0x0000000351a1e0a9b913f6763ecd6903d4bed77b,722,11.71,8452.26,2022-06-02,5,78,21,-9.55,0
TX-101119,VCS-1018,0x00000013463bd1ece5bbbb34d5687c04c8b1ef8c,0x000000110e77bad17e57b503581a929650798aac,4692,3.53,16578.74,2020-10-12,12,125,117,8.87,0
TX-101120,VCS-1154,0x000000140909efc39c5e83bf281d62ec2f542dc6,0x00000014956e78b75ef8307b2b7ce878ac480aa4,4009,7.13,28566.47,2022-02-27,10,38,72,4.96,0
TX-101121,VCS-1045,0x00000012e1bb16eb23ac45d283783afe29a7f041,0x00000011036007061fb2ea0be286a19455928cd5,1138,32.3,36753.02,2021-06-29,14,14,182,-1.94,0
TX-101122,VCS-1026,0x0000000c9ea80296e1ff33d6ed1aeddfd2c447bd,0x00000004c61419ac5e9fee76dbd6d15b5f72fe57,3011,39.41,118674.82,2020-09-27,9,82,112,-4.71,0
TX-101123,VCS-1127,0x000000038364e8a33f1a54575f6953bed49bf21a,0x000000170089f777960220221b618f17f0271efc,1169,8.88,10384.03,2022-01-21,5,103,57,6.9,0
TX-101124,VCS-1054,0x00000008711c11f0b6bc87375d5126a9785218de,0x0000000337fefae952e062b8421413d3b89b4995,442,40.0,17681.25,2020-12-17,15,15,23,-1.8,0
TX-101125,VCS-1176,0x000000052dd9e9f5fd22d6d616f7ae23430679d8,0x0000000f02df9140f4b42bbb5dc787ce22e142fc,4242,32.89,139510.34,2020-11-25,6,139,198,8.25,0
TX-101126,VCS-1178,0x0000000607bb5d4b985e6bc252495449c0c86a82,0x00000015f09436de82cb396abe93b89e930951a6,2888,21.17,61148.24,2023-08-06,18,46,119,-8.82,0
TX-101127,VCS-1109,0x00000019fb7ba5d86a92b1041ec3907b14b3f352,0x00000015c271f59796e4d189d02fc5f0cb3ffc4f,715,8.07,5767.63,2021-01-15,11,35,52,6.33,0
TX-101128,VCS-1003,0x0000000597a65392862f8e5733deb790b35e85f5,0x0000000cb9545be01c358094e0774773e093e2cf,361242,158.02,57083996.01,2023-10-25,1,144,183,604.83,1
TX-101129,VCS-1133,0x000000157e7b4aee2118f347c92d195d77e42950,0x0000000e59d2050c64c663423ce36166369d5ad4,1163,16.26,18908.97,2023-03-08,26,34,153,6.21,0
TX-101130,VCS-1022,0x00000013a8e132845447ca1aff3e5bc1f5970e00,0x0000000969b1e6a4837ad64d838e5792ecfa60c9,3396,45.47,154422.69,2024-02-09,27,80,138,5.32,0
TX-101131,VCS-1085,0x00000014b6a2a1e2e352e99f86c020560b9f97a5,0x000000182917816bf08124c8fbc103aea9fb1b54,589,42.71,25158.16,2021-06-12,2,47,18,4.51,0
TX-101132,VCS-1134,0x0000000d2e41dc545c2bed594102cd0cc391a132,0x000000135c02791eb004c5b74a815ab0df114270,2958,16.92,50050.9,2021-06-08,15,16,104,9.42,0
TX-101133,VCS-1150,0x00000014dea3aa0ed5f4ab4a437da2b84059d846,0x0000000f2aa5787e561db583b0c8827f2d47cb5a,3526,43.55,153552.9,2021-01-31,15,162,77,-1.29,0
TX-101134,VCS-1113,0x0000000efd25b8a43daa1a5da63b29c1ed50a84e,0x0000000e46387c9427f3c752d2560f8d5c2fe996,2746,8.0,21957.06,2022-07-01,2,21,94,-9.05,0
TX-101135,VCS-1138,0x0000000db45345f87041ae90b4b8e99aefd9d09a,0x00000019915378d907921f376a46f4fe1b6d8927,89,9.82,874.19,2020-03-10,20,80,188,1.29,0
TX-101136,VCS-1025,0x0000000fe150d5440b2fe01426cbee0e76737d16,0x00000003a01b20ee85c08902f9423e991841d873,172458,156.43,26977480.88,2020-06-19,0,37,85,250.86,1
TX-101137,VCS-1179,0x0000000ef6684af62b87666f8a73d7fc2d598b9d,0x0000000adbad4d6be83a30d2fe5e0c29b792ff65,3197,32.22,102999.63,2023-11-07,2,81,69,-1.1,0
TX-101138,VCS-1170,0x0000000dd70097cff9533b498e0cad28229ea406,0x0000000e812f2e826fb07c0f2aa1779dc8f16809,15,6.07,91.1,2020-06-18,29,16,3,-6.46,0
TX-101139,VCS-1028,0x00000015a0087c6138faa08e06fe353acc464bb8,0x00000016d44f24ff2b7eeb9bd0134e6d4277171c,425,21.83,9276.19,2021-10-16,3,87,9,6.25,0
TX-101140,VCS-1180,0x000000166705bfaaaa52acc637981db230f699cd,0x000000194ae7edcb778954086c1283e38cfd980c,828,5.16,4276.43,2022-06-26,25,191,152,6.7,0
TX-101141,VCS-1100,0x000000098f8f0dcc36b6d530547d055049b04036,0x00000003a8fc8c9d4f1dea90ad3c5ff4f84716b7,548,32.53,17825.76,2020-01-20,2,53,177,8.27,0
TX-101142,VCS-1109,0x0000001402c0273c99c0d04ba82769f0c2a423f2,0x00000006d93d66c8264d7bddffdf4cda4cc5b705,1042,7.62,7942.77,2021-03-15,2,57,168,-4.45,0
TX-101143,VCS-1194,0x00000018500256dd720bba5a9dc3f006c002cd6b,0x0000000dfc044aa7aec537e6b68e3936912c4ca9,4478,31.11,139295.61,2021-12-09,12,100,19,7.84,0
TX-101144,VCS-1004,0x00000004ff5dd80b156c816932673defe8a94b68,0x0000001260c2862040d96debc26e6c618bf6d88b,352833,109.33,38574268.05,2023-08-12,0,68,12,443.45,1
TX-101145,VCS-1174,0x00000009e528b7616d0b362916dc227620141450,0x0000000cc979bea51b414861910530e6a986bfc0,4113,44.64,183594.94,2023-11-23,9,79,149,9.92,0
TX-101146,VCS-1125,0x00000008f2608e38dd417ebbb4f1c888283ca7ec,0x00000003c465c991e25632030169f713292254f9,178,47.65,8481.92,2022-03-15,1,19,127,7.24,0
TX-101147,VCS-1027,0x000000151f5c8fcbca7c5baee8edd3d27599d475,0x0000000a169374f350b6aa7b1339860a929b4c7b,3214,18.01,57886.39,2021-08-08,6,57,79,-4.9,0
TX-101148,VCS-1164,0x00000018c71520c1f53bccc643d63130e520b332,0x00000016f1c13707c7cd27f9ba93430c0be08870,271,6.32,1713.19,2020-03-22,19,196,139,-9.7,0
TX-101149,VCS-1022,0x0000001c289f3f54faf25d7dc3e598c1624f88a5,0x0000000bf1faaa6476b58538fd28f74622d635b7,124,19.38,2403.39,2020-08-26,5,174,86,-4.93,0
TX-101150,VCS-1115,0x00000008cca8136e1a0e6bb03ad7719452c2526e,0x00000015acf987a5212dfcf08b2b76eb16754427,4618,41.43,191300.69,2023-01-17,18,198,109,-0.87,0
TX-101151,VCS-1045,0x00000007a2090f016bc246d7619084c2cc1e713d,0x00000008759b048ce3d145f5be208a9775238331,1978,18.55,36682.87,2023-10-06,14,20,66,-5.38,0
TX-101152,VCS-1113,0x0000001d4871e8e3565c0b6976a63dfb1d522106,0x00000014b0cfc3583ff857699929856d297f8f1e,4891,20.33,99414.87,2020-01-03,5,2,47,-9.51,0
TX-101153,VCS-1043,0x00000013d9600940716e8f09b9a779121149544e,0x0000000ea0089b6b8a5be6cf186e10747d2428d4,4990,30.27,151031.72,2023-09-14,24,145,25,-6.64,0
TX-101154,VCS-1085,0x00000015ab47e7329e245597ec59885e8cdc6715,0x00000011b038656e1aec060caf82a7c6e1772a38,1742,35.48,61806.03,2022-01-30,18,177,121,0.06,0
TX-101155,VCS-1012,0x0000001cb44e8fc41237fe26d9f4b62d3c8054cd,0x0000000527994fd964eed005f9fcd100b309887d,4243,31.25,132608.57,2023-12-22,2,141,97,-2.37,0
TX-101156,VCS-1130,0x0000000cd22032387f64edf6b44f8d9846af357c,0x0000001ba93f0d59b44dad1482bfff69838fd802,3938,10.27,40434.58,2020-12-19,29,123,42,8.17,0
TX-101157,VCS-1160,0x000000072ad90b8083fc79fe36193e9aed370c84,0x0000000aff7613beb111acdc5172916aa998a3ee,204426,42.56,8700668.69,2020-09-18,2,23,72,306.88,1
TX-101158,VCS-1191,0x000000198a8abaca1d0becd5bb87d87ef4e1048a,0x000000079ca2ff488be0a89f12e0adce323f9bb2,1088,45.85,49882.67,2022-12-10,30,189,161,3.1,0
TX-101159,VCS-1178,0x0000000711e75a826378f1799776dea826366874,0x00000006d0861cd83b4cdb357ff5000cee2c92b2,425,8.58,3647.55,2024-01-03,9,63,96,2.68,0
TX-101160,VCS-1106,0x0000000b588c804f954e2648424c3f1555e10b39,0x0000001ca76b7154e17086436e19ccaed32b3c0d,1080,5.0,5402.66,2020-07-10,17,153,60,5.54,0
TX-101161,VCS-1024,0x0000001b121d00a4c2abcae1e8efcdd29c7164a8,0x00000008972ad2648f219ce80e7200bc122f862e,3269,21.31,69646.71,2023-04-12,29,154,23,-0.81,0
TX-101162,VCS-1096,0x00000013e4ff6d9549070021f465ee4e28bc2d51,0x00000003b9511f537af5067a7df1db1937d9f94a,616,41.6,25622.86,2021-09-03,16,68,64,3.72,0
TX-101163,VCS-1100,0x0000001c0517e32a1a8aa3ce860282a229861808,0x000000100ea805c1799e81b0935eb8e4de5ed279,557,36.35,20248.57,2022-03-03,20,125,4,6.42,0
TX-101164,VCS-1100,0x0000000fa3a0205dc52270b8c17c6bb40a6368f2,0x000000138252019c9ecc1537868e7d30ee0b683a,3029,18.62,56400.03,2022-05-05,27,101,93,1.14,0
TX-101165,VCS-1009,0x0000001b8b1befecd7a4cdb80eb82dfc3243cee9,0x00000010819c23e1c2cae8441704fb9d3045c38c,2096,15.06,31573.71,2023-09-05,10,89,3,-4.26,0
TX-101166,VCS-1098,0x00000006c5d38bed6b12a262ce7577c5227b0512,0x0000000b15e97be5813d9c80ab0c62f016a54aa0,1564,26.5,41446.9,2020-12-11,5,56,106,-6.65,0
TX-101167,VCS-1068,0x000000139e2f9749a339cd6686214cf5ac6ae5e1,0x00000016a0402cb07c8f307df77d7d83fc800953,4554,43.61,198613.77,2021-10-18,23,26,190,4.78,0
TX-101168,VCS-1021,0x0000000f9f164f301b69c276f9326473a873abc8,0x0000000d7f99dc9dbcb9469d97dec914437fdbd9,2558,20.68,52896.49,2023-12-27,30,62,35,2.79,0
TX-101169,VCS-1170,0x0000000a2cb1acb0115c7f3bbcc062590ebf1523,0x0000000aa0d5a94c5858d8ca6849b264d0b3575e,3785,41.53,157174.27,2022-01-18,6,20,21,-4.37,0
TX-101170,VCS-1095,0x00000012351189e236199e37efb4fefab098a176,0x0000001557119d0efd5e4f322b30525b54b0f552,4101,18.98,77854.35,2020-02-27,13,183,185,3.37,0
TX-101171,VCS-1061,0x0000000f7107d2e35027f3f1f7a02396ba66f439,0x000000095ea0fb86998a980e2df5e568f657a9b2,2758,15.04,41488.32,2022-01-08,7,72,33,5.44,0
TX-101172,VCS-1146,0x00000016e0262a9d5ffd6c174c455785550099df,0x00000005726044d5d7b0987750025e71eac4c60c,330749,84.47,27937130.45,2020-01-17,2,88,48,384.97,1
TX-101173,VCS-1101,0x000000061ed672f7fb9d938937856ae64d5593a3,0x00000010f3c8c2bbc69574c14b9756edda7b9adb,3050,27.04,82465.78,2022-02-19,19,71,35,-3.54,0
TX-101174,VCS-1098,0x000000043982bc28598e3cbe4e46a1331f5ec4d2,0x000000173419161b7d6689490a539588ff690568,982,36.26,35608.59,2021-01-06,9,140,150,1.77,0
TX-101175,VCS-1077,0x000000093f6818e26c1d2634b07ae00bc6d93097,0x00000015643c08e1978efa842ea6d731b7e8b0a4,3413,33.8,115373.96,2020-08-26,27,106,57,-6.85,0
TX-101176,VCS-1165,0x00000008dbc5e5b4e4780ba331d0c2a187e47dba,0x0000000e04a49b6ea80c32f84df7b9a1245fed94,158,20.47,3234.59,2022-12-29,1,187,141,-7.92,0
TX-101177,VCS-1092,0x0000001a37d5243331b287865793ef5cd0ce2457,0x0000000b32d0badeff3123942b8efc02816786fa,2617,41.95,109785.79,2021-03-04,6,175,167,1.14,0
TX-101178,VCS-1165,0x00000018f6cc0b0436803e6430420e23ef0ad184,0x00000015121f7963fd394712d5df56cb71d87c8f,1599,22.06,35280.83,2020-12-01,21,111,103,-7.75,0
TX-101179,VCS-1015,0x0000001bdd1dd1a195345ca03336cd89a54cf489,0x00000007c107e96de4af3af912a9f7c7a119ca40,37,18.86,697.74,2021-07-24,4,113,138,-6.1,0
TX-101180,VCS-1011,0x0000001217395b4a74fb939065e08751094f5166,0x00000007ab10bc2cb6e0f89d0e18500cdb38c2f2,390303,202.97,79219511.65,2023-09-10,2,17,80,383.74,1
TX-101181,VCS-1006,0x00000015e80987edc34d4944ac7bcb839aaddae8,0x0000001c77c336abef26bdd722bd7d2537b5ba07,1606,24.01,38556.01,2022-05-21,4,161,178,6.93,0
TX-101182,VCS-1096,0x00000007a5de4b2ae3230876b7efd4679f57dbfc,0x0000000895678b6e231a6c496640fb12b8895a75,1635,48.38,79098.9,2021-02-09,4,148,186,8.17,0
TX-101183,VCS-1157,0x00000018cc6d4ca66defcaee332bcbec5a2cfba8,0x000000072c61ca63721b96ed95fa2e0caed195c9,1057,22.17,23432.69,2022-02-03,24,44,39,-5.08,0
TX-101184,VCS-1154,0x0000000e39df6a3789a1026c8c04ad859ba0e399,0x0000001c2929e3185e2731682783a293e4f786ab,1567,34.97,54798.89,2022-12-05,29,91,58,-1.15,0
TX-101185,VCS-1101,0x0000000f204ce6eb0c321acc6b0f449e75888aa1,0x00000006e5f9ec6b52f849cdded7667c9b6d272f,2877,19.06,54835.38,2022-08-19,2,196,130,-8.26,0
TX-101186,VCS-1125,0x0000000e09dbf590eebfd4c587530c5b1feb1cf5,0x00000014e6c781b36ddbf131984b75958dba2c36,326,35.58,11598.55,2020-01-29,4,174,144,-6.0,0
TX-101187,VCS-1111,0x00000014336c7e9e4c590b101480e085ec4c89cd,0x00000012575dac3550c733cea1835d03dc0a1c8e,4048,9.8,39688.8,2023-07-14,22,52,84,-8.21,0
TX-101188,VCS-1036,0x00000013a69b458974b1602388b5eb3bf3c8e316,0x00000016b17020d3a46f0c5001e3aff00452ba51,1785,13.04,23268.75,2020-11-08,23,75,65,-7.1,0
TX-101189,VCS-1170,0x00000008cc892eeb2ae2dd0f0ed6ffa9fda5e1d1,0x0000000f4adfa1897e9a62211b5d4ed82dbb3bdf,4647,19.26,89484.47,2024-01-09,5,15,97,9.81,0
TX-101190,VCS-1167,0x0000001d2e54a47ded013e3045da094a0c9f82ad,0x00000012a929e80053986e9c0210fd93e5a79d2f,2775,44.29,122899.6,2022-01-31,7,63,18,9.86,0
TX-101191,VCS-1070,0x00000011f1eeb7b1c5c2cc963347b9c71ac33967,0x00000014cba6650ec3eaf793b019e8fcab43bd83,3260,7.12,23223.77,2022-10-04,22,79,198,-8.89,0
TX-101192,VCS-1044,0x0000001c728c55fe97f0fac908a3161166bb1d3c,0x000000152b00601aef7bf7ea095f49ec496d4895,597,24.72,14758.68,2022-02-28,8,185,122,-7.03,0
TX-101193,VCS-1011,0x0000000581e5cf05c9a132e0b0e957085c8d5e9d,0x0000001890a03df07914b7bc8c02f1e3cc9dc19c,2277,18.5,42127.61,2022-09-02,26,18,95,-3.72,0
TX-101194,VCS-1087,0x00000014f4a502b3cecc828bcd08206054777e31,0x0000001a83d4eeeaa0a4aee80b0ce1d1eeefb65f,644,42.0,27049.34,2023-10-10,19,97,152,-4.65,0
TX-101195,VCS-1015,0x00000007bffc0687896646112d12cdb67a272eb3,0x000000160285f5058d14bf250a0fcc822886115f,4078,27.55,112331.94,2021-01-13,12,167,128,-0.98,0
TX-101196,VCS-1146,0x0000001466c843a2f091a849fe319801f256aa65,0x00000004583f8685fd76ad1f051894ae910813b5,2528,30.86,78010.62,2021-02-17,3,145,134,-8.2,0
TX-101197,VCS-1154,0x000000111212057ab8b85d3724a44079fc2edb04,0x00000003b4107bd8360d3411c3154824a6ebb88c,3973,6.03,23941.48,2020-06-12,8,118,87,-1.47,0
TX-101198,VCS-1107,0x000000159fa913ed2aca9c3450375b01353fce99,0x0000000ca1b766b03c06635649da0896e66d8edc,3902,43.78,170842.76,2023-01-20,21,52,30,0.7,0
TX-101199,VCS-1131,0x0000001784571db752633a4b19044299ac0fa13a,0x00000007103ca07ac4f505df8de8823e55ba1dfe,2539,28.76,73033.53,2020-03-04,7,12,41,-2.36,0
TX-101200,VCS-1069,0x00000011942d88021967166fa7ca26a5fe418620,0x000000036b2e3528d1fdf46e4b574d24ccaeb64c,2869,6.31,18111.92,2022-02-13,16,183,13,6.84,0
TX-101201,VCS-1139,0x0000000f6f65d6aff8b0c58b22998a60aa566d79,0x0000001188257819fbe8678af1eddf764c38f15a,257430,120.05,30905294.65,2021-09-25,1,80,23,480.63,1
TX-101202,VCS-1065,0x0000000ff637d59b91b81552b4093c2edb9f658f,0x0000000aa344ba93d9d62134b9c3c3983e881490,3504,12.35,43272.82,2020-03-10,23,121,51,7.81,0
TX-101203,VCS-1047,0x00000006048f7655fa41eacad648750ef67fb352,0x0000000e96bc3c171a03de6d01f40676e1fab7e4,346246,268.1,92827160.1,2023-06-16,1,36,146,687.53,1
TX-101204,VCS-1184,0x0000000649db2a64e7795f0b8d486bbd020978dc,0x0000001066c2b3bdb281ac72e6d2f1932958d9ab,3048,11.63,35443.16,2022-08-12,19,173,53,-5.88,0
TX-101205,VCS-1134,0x00000015c77bbda5188509b538faef7b9eea7337,0x0000000e550b815325dd9f80b5420f28c37180d4,2582,11.78,30405.35,2021-08-16,20,73,106,-8.43,0
TX-101206,VCS-1190,0x0000001c3235d2263ec71a55ae168cf338ae1b31,0x000000163e7c93c26ed102902a12a7dc12afbaeb,2154,14.68,31629.56,2021-08-21,28,32,102,9.45,0
